anonymised_participant_id,extract_id,response,suggestion
unknown_3a,H146,Weet ik niet,Mohammedanen
unknown_3b,H146,Omstreden naar huidige maatstaven,Islamieten (niet helemaal zeker hier)
unknown_3c,H146,Niet omstreden,
unknown_3d,H146,Niet omstreden,
unknown_3e,H146,Niet omstreden,Mazelmaaien
unknown_3f,H146,Niet omstreden,
unknown_3g,H146,Niet omstreden,
unknown_3a,H145,Onleesbare OCR,
unknown_3b,H145,Niet omstreden,
unknown_3c,H145,Niet omstreden,
unknown_3d,H145,Niet omstreden,
unknown_3e,H145,Niet omstreden,
unknown_3f,H145,Niet omstreden,
unknown_3g,H145,Niet omstreden,
unknown_3a,H144,Niet omstreden,
unknown_3b,H144,Niet omstreden,
unknown_3c,H144,Niet omstreden,
unknown_3d,H144,Niet omstreden,
unknown_3e,H144,Niet omstreden,
unknown_3f,H144,Niet omstreden,
unknown_3g,H144,Niet omstreden,
unknown_3a,H143,Niet omstreden,
unknown_3b,H143,Weet ik niet,
unknown_3c,H143,Niet omstreden,
unknown_3d,H143,Niet omstreden,
unknown_3e,H143,Niet omstreden,
unknown_3f,H143,Niet omstreden,
unknown_3g,H143,Niet omstreden,
unknown_3a,H142,Omstreden naar huidige maatstaven,
unknown_3b,H142,Niet omstreden,
unknown_3c,H142,Niet omstreden,
unknown_3d,H142,Omstreden naar huidige maatstaven,
unknown_3e,H142,Niet omstreden,
unknown_3f,H142,Niet omstreden,
unknown_3g,H142,Niet omstreden,
unknown_3a,H141,Niet omstreden,
unknown_3b,H141,Niet omstreden,
unknown_3c,H141,Niet omstreden,
unknown_3d,H141,Niet omstreden,
unknown_3e,H141,Niet omstreden,
unknown_3f,H141,Niet omstreden,
unknown_3g,H141,Niet omstreden,
unknown_3a,H140,Niet omstreden,
unknown_3b,H140,Niet omstreden,
unknown_3c,H140,Niet omstreden,
unknown_3d,H140,Niet omstreden,
unknown_3e,H140,Niet omstreden,
unknown_3f,H140,Niet omstreden,
unknown_3g,H140,Niet omstreden,
unknown_1a,H14,Omstreden naar huidige maatstaven,inheemachen Inlandsche 
unknown_1b,H14,Niet omstreden,
unknown_1d,H14,Niet omstreden,
unknown_1e,H14,Niet omstreden,
unknown_1f,H14,Niet omstreden,
unknown_1g,H14,Onleesbare OCR,
unknown_3a,H139,Omstreden naar huidige maatstaven,
unknown_3b,H139,Omstreden naar huidige maatstaven,Stottertrottel (de hele tekst is verschrikkelijk eigenlijk)
unknown_3c,H139,Omstreden naar huidige maatstaven,
unknown_3d,H139,Omstreden naar huidige maatstaven,
unknown_3e,H139,Omstreden naar huidige maatstaven,
unknown_3f,H139,Niet omstreden,
unknown_3g,H139,Niet omstreden,
unknown_3a,H138,Niet omstreden,
unknown_3b,H138,Niet omstreden,
unknown_3c,H138,Niet omstreden,
unknown_3d,H138,Niet omstreden,
unknown_3e,H138,Weet ik niet,
unknown_3f,H138,Niet omstreden,
unknown_3g,H138,Niet omstreden,
unknown_3a,H137,Omstreden naar huidige maatstaven,
unknown_3b,H137,Omstreden naar huidige maatstaven,
unknown_3c,H137,Omstreden naar huidige maatstaven,
unknown_3d,H137,Omstreden naar huidige maatstaven,
unknown_3e,H137,Omstreden naar huidige maatstaven,
unknown_3f,H137,Weet ik niet,
unknown_3g,H137,Omstreden naar huidige maatstaven,
unknown_3a,H136,Omstreden naar huidige maatstaven,
unknown_3b,H136,Omstreden naar huidige maatstaven,
unknown_3c,H136,Niet omstreden,
unknown_3d,H136,Omstreden naar huidige maatstaven,
unknown_3e,H136,Omstreden naar huidige maatstaven,
unknown_3f,H136,Niet omstreden,
unknown_3g,H136,Weet ik niet,
unknown_3a,H135,Omstreden naar huidige maatstaven,
unknown_3b,H135,Niet omstreden,
unknown_3c,H135,Niet omstreden,
unknown_3d,H135,Niet omstreden,
unknown_3e,H135,Niet omstreden,
unknown_3f,H135,Niet omstreden,
unknown_3g,H135,Niet omstreden,
unknown_3a,H134,Niet omstreden,
unknown_3b,H134,Niet omstreden,
unknown_3c,H134,Niet omstreden,
unknown_3d,H134,Niet omstreden,
unknown_3e,H134,Niet omstreden,
unknown_3f,H134,Niet omstreden,
unknown_3g,H134,Niet omstreden,
unknown_3a,H133,Niet omstreden,
unknown_3b,H133,Weet ik niet,
unknown_3c,H133,Omstreden naar huidige maatstaven,
unknown_3d,H133,Omstreden naar huidige maatstaven,
unknown_3e,H133,Weet ik niet,
unknown_3f,H133,Niet omstreden,bende
unknown_3g,H133,Weet ik niet,
unknown_3a,H132,Omstreden naar huidige maatstaven,
unknown_3b,H132,Niet omstreden,
unknown_3c,H132,Niet omstreden,
unknown_3d,H132,Niet omstreden,
unknown_3e,H132,Niet omstreden,
unknown_3f,H132,Niet omstreden,
unknown_3g,H132,Niet omstreden,
unknown_3a,H131,Omstreden naar huidige maatstaven,
unknown_3b,H131,Omstreden naar huidige maatstaven,
unknown_3c,H131,Niet omstreden,
unknown_3d,H131,Omstreden naar huidige maatstaven,
unknown_3e,H131,Omstreden naar huidige maatstaven,
unknown_3f,H131,Weet ik niet,
unknown_3g,H131,Omstreden naar huidige maatstaven,
unknown_3a,H130,Onleesbare OCR,
unknown_3b,H130,Onleesbare OCR,
unknown_3c,H130,Onleesbare OCR,
unknown_3d,H130,Weet ik niet,
unknown_3e,H130,Niet omstreden,
unknown_3f,H130,Onleesbare OCR,
unknown_3g,H130,Onleesbare OCR,
unknown_1a,H13,Weet ik niet,
unknown_1b,H13,Niet omstreden,
unknown_1d,H13,Omstreden naar huidige maatstaven,
unknown_1e,H13,Niet omstreden,
unknown_1f,H13,Weet ik niet,
unknown_1g,H13,Weet ik niet,
unknown_3a,H129,Niet omstreden,Rhodesia
unknown_3b,H129,Niet omstreden,"inboorlingen, voetknechten"
unknown_3c,H129,Niet omstreden,
unknown_3d,H129,Niet omstreden,
unknown_3e,H129,Niet omstreden,
unknown_3f,H129,Niet omstreden,
unknown_3g,H129,Niet omstreden,
unknown_3a,H128,Weet ik niet,
unknown_3b,H128,Niet omstreden,tovenaar
unknown_3c,H128,Niet omstreden,
unknown_3d,H128,Niet omstreden,
unknown_3e,H128,Niet omstreden,
unknown_3f,H128,Niet omstreden,
unknown_3g,H128,Weet ik niet,
unknown_3a,H127,Niet omstreden,
unknown_3b,H127,Niet omstreden,
unknown_3c,H127,Niet omstreden,
unknown_3d,H127,Niet omstreden,
unknown_3e,H127,Niet omstreden,
unknown_3f,H127,Niet omstreden,
unknown_3g,H127,Niet omstreden,
unknown_3a,H126,Onleesbare OCR,
unknown_3b,H126,Weet ik niet,
unknown_3c,H126,Onleesbare OCR,
unknown_3d,H126,Omstreden naar huidige maatstaven,
unknown_3e,H126,Weet ik niet,
unknown_3f,H126,Onleesbare OCR,
unknown_3g,H126,Weet ik niet,
unknown_3a,H125,Niet omstreden,
unknown_3b,H125,Omstreden naar huidige maatstaven,
unknown_3c,H125,Onleesbare OCR,
unknown_3d,H125,Omstreden naar huidige maatstaven,
unknown_3e,H125,Omstreden naar huidige maatstaven,
unknown_3f,H125,Niet omstreden,
unknown_3g,H125,Omstreden naar huidige maatstaven,
unknown_3a,H124,Omstreden naar huidige maatstaven,
unknown_3b,H124,Weet ik niet,
unknown_3c,H124,Niet omstreden,
unknown_3d,H124,Niet omstreden,
unknown_3e,H124,Niet omstreden,
unknown_3f,H124,Weet ik niet,liegt
unknown_3g,H124,Omstreden naar huidige maatstaven,
unknown_3a,H123,Niet omstreden,
unknown_3b,H123,Niet omstreden,
unknown_3c,H123,Niet omstreden,
unknown_3d,H123,Niet omstreden,
unknown_3e,H123,Niet omstreden,
unknown_3f,H123,Niet omstreden,
unknown_3g,H123,Niet omstreden,
unknown_3a,H122,Niet omstreden,
unknown_3b,H122,Niet omstreden,
unknown_3c,H122,Onleesbare OCR,
unknown_3d,H122,Niet omstreden,
unknown_3e,H122,Onleesbare OCR,
unknown_3f,H122,Onleesbare OCR,
unknown_3g,H122,Weet ik niet,
unknown_3a,H121,Omstreden naar huidige maatstaven,"negers, mengras"
unknown_3b,H121,Omstreden naar huidige maatstaven,"negers, mengras"
unknown_3c,H121,Niet omstreden,negers; mengras;
unknown_3d,H121,Niet omstreden,inhetmsch
unknown_3e,H121,Omstreden naar huidige maatstaven,negers
unknown_3f,H121,Niet omstreden,eigenaardig (in deze context); er wordt hier 'karakteristiek' bedoeld
unknown_3g,H121,Omstreden naar huidige maatstaven,
unknown_3a,H120,Niet omstreden,
unknown_3b,H120,Niet omstreden,
unknown_3c,H120,Niet omstreden,
unknown_3d,H120,Niet omstreden,
unknown_3e,H120,Niet omstreden,
unknown_3f,H120,Niet omstreden,
unknown_3g,H120,Niet omstreden,
unknown_1a,H12,Omstreden naar huidige maatstaven,inlander
unknown_1b,H12,Niet omstreden,
unknown_1d,H12,Omstreden naar huidige maatstaven,
unknown_1e,H12,Omstreden naar huidige maatstaven,inlander
unknown_1f,H12,Niet omstreden,
unknown_1g,H12,Niet omstreden,
unknown_3a,H119,Omstreden naar huidige maatstaven,
unknown_3b,H119,Omstreden naar huidige maatstaven,
unknown_3c,H119,Omstreden naar huidige maatstaven,
unknown_3d,H119,Omstreden naar huidige maatstaven,
unknown_3e,H119,Omstreden naar huidige maatstaven,
unknown_3f,H119,Omstreden naar huidige maatstaven,
unknown_3g,H119,Omstreden naar huidige maatstaven,
unknown_3a,H118,Niet omstreden,
unknown_3b,H118,Niet omstreden,
unknown_3c,H118,Niet omstreden,
unknown_3d,H118,Niet omstreden,
unknown_3e,H118,Niet omstreden,
unknown_3f,H118,Niet omstreden,
unknown_3g,H118,Niet omstreden,
unknown_3a,H117,Niet omstreden,
unknown_3b,H117,Niet omstreden,
unknown_3c,H117,Niet omstreden,Zigeunermuziek
unknown_3d,H117,Niet omstreden,
unknown_3e,H117,Niet omstreden,
unknown_3f,H117,Niet omstreden,
unknown_3g,H117,Niet omstreden,
unknown_3a,H116,Niet omstreden,
unknown_3b,H116,Niet omstreden,
unknown_3c,H116,Niet omstreden,
unknown_3d,H116,Niet omstreden,
unknown_3e,H116,Niet omstreden,
unknown_3f,H116,Niet omstreden,
unknown_3g,H116,Niet omstreden,
unknown_3a,H115,Niet omstreden,
unknown_3b,H115,Niet omstreden,
unknown_3c,H115,Niet omstreden,
unknown_3d,H115,Omstreden naar huidige maatstaven,
unknown_3e,H115,Niet omstreden,
unknown_3f,H115,Niet omstreden,
unknown_3g,H115,Niet omstreden,
unknown_3a,H114,Onleesbare OCR,
unknown_3b,H114,Niet omstreden,
unknown_3c,H114,Onleesbare OCR,
unknown_3d,H114,Niet omstreden,
unknown_3e,H114,Onleesbare OCR,
unknown_3f,H114,Onleesbare OCR,
unknown_3g,H114,Niet omstreden,
unknown_3a,H113,Weet ik niet,inlander
unknown_3b,H113,Niet omstreden,
unknown_3c,H113,Omstreden naar huidige maatstaven,
unknown_3d,H113,Niet omstreden,
unknown_3e,H113,Omstreden naar huidige maatstaven,
unknown_3f,H113,Omstreden naar huidige maatstaven,
unknown_3g,H113,Niet omstreden,
unknown_3a,H112,Omstreden naar huidige maatstaven,
unknown_3b,H112,Niet omstreden,
unknown_3c,H112,Omstreden naar huidige maatstaven,"kokkie; ""rare"" taal"
unknown_3d,H112,Omstreden naar huidige maatstaven,kokkie
unknown_3e,H112,Weet ik niet,
unknown_3f,H112,Niet omstreden,
unknown_3g,H112,Weet ik niet,
unknown_3a,H111,Weet ik niet,
unknown_3b,H111,Niet omstreden,
unknown_3c,H111,Weet ik niet,
unknown_3d,H111,Niet omstreden,
unknown_3e,H111,Niet omstreden,
unknown_3f,H111,Niet omstreden,
unknown_3g,H111,Niet omstreden,
unknown_3a,H110,Niet omstreden,
unknown_3b,H110,Niet omstreden,
unknown_3c,H110,Niet omstreden,
unknown_3d,H110,Niet omstreden,
unknown_3e,H110,Niet omstreden,
unknown_3f,H110,Niet omstreden,
unknown_3g,H110,Niet omstreden,
unknown_1a,H11,Niet omstreden,
unknown_1b,H11,Niet omstreden,
unknown_1d,H11,Niet omstreden,
unknown_1e,H11,Niet omstreden,
unknown_1f,H11,Niet omstreden,
unknown_1g,H11,Niet omstreden,
unknown_3a,H109,Niet omstreden,
unknown_3b,H109,Niet omstreden,
unknown_3c,H109,Niet omstreden,
unknown_3d,H109,Niet omstreden,
unknown_3e,H109,Niet omstreden,
unknown_3f,H109,Niet omstreden,
unknown_3g,H109,Niet omstreden,
unknown_3a,H108,Weet ik niet,
unknown_3b,H108,Niet omstreden,
unknown_3c,H108,Niet omstreden,
unknown_3d,H108,Niet omstreden,
unknown_3e,H108,Niet omstreden,
unknown_3f,H108,Niet omstreden,
unknown_3g,H108,Niet omstreden,
unknown_3a,H107,Weet ik niet,
unknown_3b,H107,Niet omstreden,
unknown_3c,H107,Niet omstreden,
unknown_3d,H107,Niet omstreden,
unknown_3e,H107,Niet omstreden,
unknown_3f,H107,Niet omstreden,
unknown_3g,H107,Niet omstreden,
unknown_3a,H106,Onleesbare OCR,
unknown_3b,H106,Niet omstreden,
unknown_3c,H106,Onleesbare OCR,
unknown_3d,H106,Onleesbare OCR,
unknown_3e,H106,Onleesbare OCR,
unknown_3f,H106,Onleesbare OCR,
unknown_3g,H106,Niet omstreden,
unknown_3a,H105,Niet omstreden,
unknown_3b,H105,Niet omstreden,
unknown_3c,H105,Niet omstreden,langgevingerden
unknown_3d,H105,Niet omstreden,
unknown_3e,H105,Niet omstreden,
unknown_3f,H105,Niet omstreden,
unknown_3g,H105,Niet omstreden,
unknown_3a,H104,Niet omstreden,inboorlingen
unknown_3b,H104,Niet omstreden,inboorlingen
unknown_3c,H104,Omstreden naar huidige maatstaven,inboorlingen
unknown_3d,H104,Niet omstreden,
unknown_3e,H104,Omstreden naar huidige maatstaven,
unknown_3f,H104,Weet ik niet,
unknown_3g,H104,Niet omstreden,
unknown_3a,H103,Onleesbare OCR,
unknown_3b,H103,Niet omstreden,
unknown_3c,H103,Onleesbare OCR,
unknown_3d,H103,Niet omstreden,
unknown_3e,H103,Niet omstreden,+ bijna onleesbare ocr
unknown_3f,H103,Niet omstreden,
unknown_3g,H103,Niet omstreden,
unknown_3a,H102,Onleesbare OCR,
unknown_3b,H102,Omstreden naar huidige maatstaven,
unknown_3c,H102,Omstreden naar huidige maatstaven,
unknown_3d,H102,Omstreden naar huidige maatstaven,
unknown_3e,H102,Weet ik niet,
unknown_3f,H102,Onleesbare OCR,
unknown_3g,H102,Omstreden naar huidige maatstaven,
unknown_3a,H101,Omstreden naar huidige maatstaven,
unknown_3b,H101,Omstreden naar huidige maatstaven,
unknown_3c,H101,Omstreden naar huidige maatstaven,
unknown_3d,H101,Omstreden naar huidige maatstaven,
unknown_3e,H101,Omstreden naar huidige maatstaven,
unknown_3f,H101,Niet omstreden,
unknown_3g,H101,Omstreden naar huidige maatstaven,
unknown_3a,H100,Omstreden naar huidige maatstaven,den Chinees
unknown_3b,H100,Niet omstreden,koelie
unknown_3c,H100,Niet omstreden,koelie
unknown_3d,H100,Omstreden naar huidige maatstaven,Koelie
unknown_3e,H100,Omstreden naar huidige maatstaven,
unknown_3f,H100,Omstreden naar huidige maatstaven,koelie
unknown_3g,H100,Niet omstreden,
unknown_1a,H10,Niet omstreden,negcrculluur (negercultuur) 
unknown_1b,H10,Niet omstreden,negercultuur
unknown_1d,H10,Niet omstreden,negercultuur
unknown_1e,H10,Niet omstreden,negercultuur
unknown_1f,H10,Niet omstreden,"""negercultuur"" (hoewel er door OCR-foutjes ""negcrculluut"" staat)"
unknown_1g,H10,Niet omstreden,
unknown_1a,H1,Niet omstreden,Boesmannen Rhodesia
unknown_1b,H1,Niet omstreden,wild en onbeschaafd
unknown_1d,H1,Niet omstreden,
unknown_1e,H1,Niet omstreden,
unknown_1f,H1,Niet omstreden,"Boesmannen >> kolonistische term, het volk heet ""San"" of ""Koi San"""
unknown_1g,H1,Niet omstreden,
unknown_1a,H0,Onleesbare OCR,
unknown_1b,H0,Niet omstreden,
unknown_1d,H0,Niet omstreden,
unknown_1e,H0,Niet omstreden,
unknown_1f,H0,Niet omstreden,
unknown_1g,H0,Onleesbare OCR,
0,c4,Niet omstreden,
1,c4,Niet omstreden,
2,c4,Niet omstreden,
3,c4,Omstreden naar huidige maatstaven,
4,c4,Niet omstreden,
5,c4,Niet omstreden,
6,c4,Niet omstreden,
7,c4,Niet omstreden,
8,c4,Niet omstreden,
9,c4,Niet omstreden,
10,c4,Niet omstreden,
11,c4,Niet omstreden,
12,c4,Niet omstreden,
13,c4,Niet omstreden,
14,c4,Niet omstreden,
15,c4,Niet omstreden,
16,c4,Niet omstreden,
17,c4,Niet omstreden,
18,c4,Niet omstreden,
19,c4,Niet omstreden,
20,c4,Omstreden naar huidige maatstaven,
21,c4,Niet omstreden,
22,c4,Niet omstreden,
23,c4,Niet omstreden,
24,c4,Niet omstreden,
25,c4,Niet omstreden,
26,c4,Niet omstreden,
27,c4,Niet omstreden,
28,c4,Niet omstreden,
29,c4,Niet omstreden,
30,c4,Niet omstreden,
31,c4,Niet omstreden,
32,c4,Niet omstreden,
33,c4,Niet omstreden,
34,c4,Niet omstreden,
35,c4,Niet omstreden,
36,c4,Niet omstreden,
37,c4,Niet omstreden,
38,c4,Niet omstreden,
39,c4,Niet omstreden,
40,c4,Niet omstreden,
41,c4,Niet omstreden,
42,c4,Niet omstreden,
43,c4,Niet omstreden,
44,c4,Niet omstreden,
45,c4,Niet omstreden,
46,c4,Niet omstreden,
47,c4,Niet omstreden,
48,c4,Niet omstreden,
49,c4,Niet omstreden,
50,c4,Niet omstreden,
51,c4,Niet omstreden,
52,c4,Niet omstreden,
53,c4,Niet omstreden,
54,c4,Niet omstreden,
55,c4,Niet omstreden,
56,c4,Niet omstreden,geen
57,c4,Niet omstreden,
58,c4,Niet omstreden,
59,c4,Niet omstreden,
60,c4,Niet omstreden,
61,c4,Niet omstreden,
62,c4,Niet omstreden,
63,c4,Niet omstreden,
64,c4,Niet omstreden,
65,c4,Niet omstreden,
66,c4,Niet omstreden,
67,c4,Niet omstreden,
68,c4,Niet omstreden,n.v.t
69,c4,Niet omstreden,
70,c4,Niet omstreden,
71,c4,Niet omstreden,
72,c4,Niet omstreden,
73,c4,Niet omstreden,
74,c4,Niet omstreden,
75,c4,Niet omstreden,
76,c4,Niet omstreden,
77,c4,Niet omstreden,
78,c4,Niet omstreden,
79,c4,Niet omstreden,
80,c4,Niet omstreden,
81,c4,Niet omstreden,
82,c4,Niet omstreden,
83,c4,Niet omstreden,
84,c4,Niet omstreden,geen
85,c4,Niet omstreden,
86,c4,Niet omstreden,
87,c4,Niet omstreden,
88,c4,Niet omstreden,
89,c4,Niet omstreden,
90,c4,Niet omstreden,
91,c4,Niet omstreden,
92,c4,Niet omstreden,
93,c4,Niet omstreden,
94,c4,Niet omstreden,
95,c4,Niet omstreden,
96,c4,Niet omstreden,
97,c4,Niet omstreden,
98,c4,Niet omstreden,
99,c4,Niet omstreden,
100,c4,Niet omstreden,-
101,c4,Niet omstreden,
102,c4,Niet omstreden,
103,c4,Weet ik niet,
104,c4,Niet omstreden,
105,c4,Niet omstreden,
106,c4,Niet omstreden,
107,c4,Niet omstreden,
108,c4,Niet omstreden,
109,c4,Niet omstreden,
110,c4,Niet omstreden,
111,c4,Niet omstreden,
112,c4,Niet omstreden,
113,c4,Niet omstreden,
114,c4,Weet ik niet,
115,c4,Niet omstreden,
116,c4,Niet omstreden,
117,c4,Niet omstreden,
118,c4,Niet omstreden,-
119,c4,Weet ik niet,
120,c4,Omstreden naar huidige maatstaven,
121,c4,Niet omstreden,
122,c4,Niet omstreden,
123,c4,Niet omstreden,
124,c4,Niet omstreden,
125,c4,Niet omstreden,
126,c4,Niet omstreden,
127,c4,Niet omstreden,
128,c4,Niet omstreden,
129,c4,Niet omstreden,
130,c4,Weet ik niet, ioo
131,c4,Niet omstreden,
132,c4,Niet omstreden,
133,c4,Niet omstreden,
134,c4,Niet omstreden,
135,c4,Niet omstreden,
136,c4,Niet omstreden,
137,c4,Niet omstreden,
138,c4,Omstreden naar huidige maatstaven,crisisorganisaties
139,c4,Niet omstreden,
140,c4,Niet omstreden,
141,c4,Niet omstreden,
142,c4,Niet omstreden,
143,c4,Niet omstreden,
144,c4,Niet omstreden,
145,c4,Niet omstreden,
146,c4,Niet omstreden,vermectderingsbedrijven
147,c4,Niet omstreden,
148,c4,Niet omstreden,
149,c4,Niet omstreden,
150,c4,Niet omstreden,
151,c4,Niet omstreden,
152,c4,Niet omstreden,
153,c4,Niet omstreden,
154,c4,Niet omstreden,
155,c4,Niet omstreden,
156,c4,Weet ik niet,gemengd
157,c4,Weet ik niet,gemengd
158,c4,Onleesbare OCR,
159,c4,Niet omstreden,
160,c4,Niet omstreden,Geen
161,c4,Niet omstreden,
162,c4,Niet omstreden,
163,c4,Niet omstreden,
164,c4,Niet omstreden,
165,c4,Niet omstreden,
166,c4,Niet omstreden,
167,c4,Niet omstreden,
168,c4,Niet omstreden,Geen
169,c4,Niet omstreden,
170,c4,Weet ik niet,
171,c4,Niet omstreden,
172,c4,Niet omstreden,
173,c4,Niet omstreden,
174,c4,Niet omstreden,
175,c4,Niet omstreden,
176,c4,Niet omstreden,
177,c4,Niet omstreden,
178,c4,Niet omstreden,
179,c4,Niet omstreden,
180,c4,Niet omstreden,
181,c4,Niet omstreden,
182,c4,Niet omstreden,
183,c4,Niet omstreden,
184,c4,Niet omstreden,
185,c4,Niet omstreden,
186,c4,Niet omstreden,
187,c4,Niet omstreden,
188,c4,Niet omstreden,
189,c4,Niet omstreden,
190,c4,Niet omstreden,
191,c4,Niet omstreden,
192,c4,Niet omstreden,Ook verder geen probleem
193,c4,Niet omstreden,
194,c4,Niet omstreden,
195,c4,Onleesbare OCR,
196,c4,Niet omstreden,Geen
197,c4,Niet omstreden,
198,c4,Niet omstreden,
199,c4,Niet omstreden,
200,c4,Niet omstreden,
201,c4,Niet omstreden,
202,c4,Niet omstreden,
203,c4,Niet omstreden,
204,c4,Niet omstreden,
205,c4,Niet omstreden,
206,c4,Niet omstreden,
207,c4,Niet omstreden,
208,c4,Niet omstreden,
209,c4,Niet omstreden,
210,c4,Niet omstreden,
211,c4,Niet omstreden,
212,c4,Niet omstreden,
213,c4,Niet omstreden,
214,c4,Niet omstreden,geen
215,c4,Niet omstreden,
216,c4,Niet omstreden,
217,c4,Niet omstreden,
218,c4,Niet omstreden,
219,c4,Weet ik niet,Weet ik niet
220,c4,Niet omstreden,
221,c4,Niet omstreden,
222,c4,Niet omstreden,
223,c4,Niet omstreden,
224,c4,Niet omstreden,
225,c4,Niet omstreden,
226,c4,Niet omstreden,
227,c4,Niet omstreden,
228,c4,Niet omstreden,
229,c4,Niet omstreden,
230,c4,Niet omstreden,
231,c4,Niet omstreden,
232,c4,Niet omstreden,
233,c4,Niet omstreden,
234,c4,Niet omstreden,
235,c4,Niet omstreden,
236,c4,Niet omstreden,
237,c4,Niet omstreden,
238,c4,Weet ik niet,
239,c4,Niet omstreden,
240,c4,Niet omstreden,
241,c4,Niet omstreden,
242,c4,Niet omstreden,
243,c4,Niet omstreden,
244,c4,Niet omstreden,
245,c4,Niet omstreden,
246,c4,Niet omstreden,
247,c4,Niet omstreden,
248,c4,Niet omstreden,
249,c4,Niet omstreden,
250,c4,Niet omstreden,
251,c4,Niet omstreden,
252,c4,Niet omstreden,
253,c4,Niet omstreden,
254,c4,Niet omstreden,
255,c4,Niet omstreden,
256,c4,Niet omstreden,Geen.
257,c4,Niet omstreden,
258,c4,Niet omstreden,
259,c4,Niet omstreden,
260,c4,Niet omstreden,
261,c4,Niet omstreden,
262,c4,Niet omstreden,
263,c4,Niet omstreden,
264,c4,Niet omstreden,
265,c4,Niet omstreden,
266,c4,Niet omstreden,
267,c4,Niet omstreden,
268,c4,Niet omstreden,
269,c4,Weet ik niet,weet ik niet
270,c4,Niet omstreden,
271,c4,Niet omstreden,
272,c4,Niet omstreden,
273,c4,Niet omstreden,
274,c4,Niet omstreden,
275,c4,Niet omstreden,
276,c4,Niet omstreden,
277,c4,Niet omstreden,geen
278,c4,Niet omstreden,
279,c4,Niet omstreden,
280,c4,Niet omstreden,pluimvee
281,c4,Weet ik niet,
282,c4,Niet omstreden,
283,c4,Niet omstreden,
284,c4,Niet omstreden,
285,c4,Omstreden naar huidige maatstaven,-
286,c4,Niet omstreden,
287,c4,Niet omstreden,
288,c4,Niet omstreden,
289,c4,Niet omstreden,
290,c4,Niet omstreden,
291,c4,Niet omstreden,
292,c4,Niet omstreden,
293,c4,Niet omstreden,
294,c4,Niet omstreden,
295,c4,Niet omstreden,
296,c4,Niet omstreden,
297,c4,Niet omstreden,
298,c4,Niet omstreden,
299,c4,Niet omstreden,
300,c4,Niet omstreden,
301,c4,Omstreden naar huidige maatstaven,
302,c4,Niet omstreden,
303,c4,Niet omstreden,
304,c4,Niet omstreden,
305,c4,Niet omstreden,
306,c4,Niet omstreden,
307,c4,Niet omstreden,
308,c4,Niet omstreden,
309,c4,Niet omstreden,
310,c4,Niet omstreden,
